Text,Label
worst of all -- ,0
its old-hat set-up and ,0
ably balances real-time rhythms with propulsive incident . ,1
remotely topical or sexy ,0
that you root for throughout ,1
add anything fresh ,1
"this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are . ",1
"it 's crafty , energetic and smart ",1
a pale successor ,0
be one of those movies barely registering a blip on the radar screen of 2002 ,0
manages to have a good time as it doles out pieces of the famous director 's life ,1
less funny than it should be and ,0
the film 's manipulative sentimentality and annoying stereotypes ,0
a cinematic postcard that 's superficial and unrealized ,0
're convinced that this mean machine was a decent tv outing that just does n't have big screen magic . ,0
told with sharp ears and eyes ,1
favor of tradition and warmth ,1
imaginatively mixed cast ,1
"worse , routine ",0
be familiar ,1
is truly gorgeous ,1
subjugate truth ,1
"contrived , unmotivated , ",0
just is n't a very involving one ,0
the five writers ,1
make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger ,1
"as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design ",0
"the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year ",1
what results is the best performance from either in years . ,1
every member of the ensemble has something fascinating to do ,1
", it has all the heart of a porno flick ( but none of the sheer lust ) . ",0
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league ",0
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier 's oft-brilliant safe conduct ( `` laissez-passer '' ) wears its heart on its sleeve ",1
( t ) he ideas of revolution # 9 are more compelling than the execution ,0
"the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack ",0
"impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . ",1
the film 's intimate camera work and searing performances ,1
distinct and very welcome sense ,1
"real magic , perhaps ",1
painful and ,0
a con artist and ,1
"it 's a square , sentimental drama that satisfies , as comfort food often can . ",1
do we have that same option to slap her creators because they 're clueless and inept ,0
find comfort in familiarity ,1
best movie work ,1
a creaky `` pretty woman '' ,0
at 90 minutes this movie is short ,0
for something as splendid-looking as this particular film ,1
almost all of its accumulated enjoyment with a crucial third act miscalculation ,0
is a movie that puts itself squarely in the service of the lovers who inhabit it ,1
above the level of a telanovela ,0
to be bored by as your abc 's ,0
our most conservative and hidebound movie-making traditions ,1
makes all the difference . ,1
'm not sure these words have ever been together in the same sentence ,0
a terribly obvious melodrama and rough-hewn vanity project for lead actress andie macdowell ,0
runs out of steam after a half hour . ,0
"female friendship , ",1
yawner ,0
", few films have been this odd , inexplicable and unpleasant . ",0
bring off this wild welsh whimsy . ,1
"it is a kind , unapologetic , sweetheart of a movie ",1
justify a theatrical simulation of the death camp of auschwitz ii-birkenau ,0
"nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro 's right-hand goombah . ",0
efficient ,1
waters it down ,0
"exploitative for the art houses and too cynical , small and ",0
ballot ,1
an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us ,1
"may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form ",1
we just do n't really care too much about this love story . ,0
transformed the rhetoric of hollywood melodrama ,1
's difficult to tell who the other actors in the movie are ,0
"it 's a glorified sitcom , and a long , unfunny one at that . ",0
"and if you appreciate the one-sided theme to lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified martin lawrence lovefest . ",0
"making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror . ",1
emptiness and maddeningly ,0
sensitive story ,1
a retread story ,0
"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure . ",1
several scenes of this tacky nonsense ,0
been much better ,0
the hastily and amateurishly ,0
broad streaks of common sense emerge with unimpeachable clarity . ,1
major movie ,1
hide its contrivances ,0
such blatant and sickening product placement ,0
its nauseating spinning credits sequence ,0
scored and powered by a set of heartfelt performances ,1
enticing and often ,1
atrociously ,0
one of them ,0
is an uneven film for the most part ,0
its sensitive handling ,1
's no art here ,0
vibrant and ,1
delightful cast ,1
undeniably touched ,1
run-of-the-mill . ,0
stop-and-start pacing ,0
familiar and tired ,0
a sharp and quick documentary ,1
to entertain all ages ,1
it 's an unhappy situation all around . ,0
full-bodied wit ,1
the artist 's work may take on a striking new significance for anyone who sees the film ,1
"the whole affair , true story or not , feels incredibly hokey ... ",0
it concentrates far too much on the awkward interplay and utter lack of chemistry between chan and hewitt . ,0
"let 's see , a haunted house , a haunted ship , what 's next ... ghost blimp ? ",0
refined piece ,1
horrible ,0
every bit as distinctive ,1
"this is lightweight filmmaking , to be sure , but it 's pleasant enough -- and oozing with attractive men ",1
", mibii is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it . ",1
a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity ,1
"extends to his supple understanding of the role that brown played in american culture as an athlete , a movie star , and an image of black indomitability . ",1
"every fake , dishonest , entertaining and , ultimately , more perceptive moment in bridget jones 's diary ",0
the chatter of parrots raised on oprah ,0
pros ,1
poorly dubbed ,0
more likely to induce sleep than fright ,0
"is derived from a lobotomy , having had all its vital essence scooped out and discarded ",0
is entertainment opportunism at its most glaring ,1
than like being stuck in a dark pit having a nightmare about bad cinema ,0
huppert ... is magnificent ,1
power to help people endure almost unimaginable horror ,1
the requisite faux-urban vibe and ,0
their recklessness ,0
they do n't fit well together and neither is well told ,0
"mostly , ( goldbacher ) just lets her complicated characters be unruly , confusing and , through it all , human . ",1
i 'm just about ready to go to the u.n. and ask permission for a preemptive strike ,0
what 's even more remarkable is the integrity of devito 's misanthropic vision ,1
", the humor has point ",1
us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them ,1
a philosophical visual coming right ,1
good music documentary ,1
"takes you by the face , strokes your cheeks and coos beseechingly at you ",1
wore out its welcome with audiences several years ago ,0
of people who sadly are at hostile odds with one another through recklessness and retaliation ,0
"his difficult , endless work ",0
"hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound . ",0
an american ,1
are remarkable ,1
shooting ,0
are cast adrift in various new york city locations with no unifying rhythm or visual style ,0
passionate and ,1
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates ",0
feel-good territory ,1
blazingly ,1
"if the suspense never rises to a higher level , it is nevertheless maintained throughout ",1
every theater stuck with it ,0
", ` how can you charge money for this ? ' ",0
"to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas ",0
unwieldy contraption . ,0
effectively chilling guilty pleasure ,1
a plethora of engaging diatribes on the meaning of ` home ,1
wear thin ,0
more balanced or fair portrayal ,1
a deliciously nonsensical comedy ,1
rejected must have been astronomically bad ,0
any art-house moviegoer is likely to find compelling ,1
utterly misplaced ,0
's not clear whether we 're supposed to shriek ,0
parable that loves its characters and communicates something rather beautiful about human nature . ,1
viewers are asked so often to suspend belief that were it not for holm 's performance ,0
a complex story ,1
'd have a hard time believing it was just coincidence ,0
"the narrator and the other characters try to convince us that acting transfigures esther , ",0
"because both are just actory concoctions , defined by childlike dimness and a handful of quirks ",0
"a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary ",0
plays out like a flimsy excuse to give blade fans another look at wesley snipes ' iconic hero doing battle with dozens of bad guys -- at once . ,0
your typical junkie opera ,0
surprisingly ` solid ' achievement ,1
holes that will be obvious even to those who are n't looking for them ,0
"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set . ",0
the thing about guys like evans is this : you 're never quite sure where self-promotion ends and the truth begins ,0
is wondrously creative . ,1
"you can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards . ",1
"painfully forced , false and fabricated ",0
deeply humanistic artist ,1
been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept ,0
and social commentary ,0
the charisma of a young woman who knows how to hold the screen ,1
's the gift of the magi relocated to the scuzzy underbelly of nyc 's drug scene . ,0
a big-budget/all-star movie ,1
a technological exercise that lacks juice and delight ,0
"is dark , brooding and slow , and ",0
noticeably less ,0
a powerful drama with enough sardonic wit ,1
"too often , son of the bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . '' ",0
"sarah 's dedication to finding her husband seems more psychotic than romantic , and ",0
bland songs ,0
so unsympathetic ,0
in a bad-movie way ,0
full of surprises ,1
forced drama ,0
'' is a big time stinker . ,0
terrific casting and ,1
"is one big , dumb action movie . ",0
skilfully ,1
own floundering way ,0
plot lapses ,0
that is more accurate than anything i have seen in an american film ,1
in which opposites attract for no better reason than that the screenplay demands it ,0
bottom-feeder ,0
"dumb , narratively chaotic , visually sloppy ... ",0
dog ,1
you wo n't have any trouble getting kids to eat up these veggies . ,1
cocktail ,1
"in its chicken heart , crush goes to absurd lengths to duck the very issues it raises . ",0
"is the performance of gedeck , who makes martha enormously endearing ",1
"'s the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming . ",1
unlikable ,0
control-alt-delete simone as quickly as possible ,0
dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention ,0
donovan ... squanders his main asset ,0
perfectly pleasant ,1
much of the action takes place ,1
deficit ,0
"( or role , or edit , or score , or anything , really ",0
was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo ,1
"more than make up for its logical loopholes , which fly by so fast there 's no time to think about them anyway . ",1
rubbo runs through a remarkable amount of material in the film 's short 90 minutes . ,1
give a backbone to the company and provide an emotional edge to its ultimate demise ,0
the only young people who possibly will enjoy it ,0
give a second look ,1
that plays like a 95-minute commercial for nba properties ,0
with a treasure chest of material ,1
elegance ,1
"updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place ",0
"goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers ",0
"dumb , narratively chaotic , visually sloppy ... a weird amalgam of ` the thing ' and a geriatric ",0
thoughtful and rewarding ,1
allows each character to confront their problems openly and honestly . ,1
every shot enhances the excellent performances ,1
contemporary chinese life that many outsiders will be surprised to know ,1
"distances you by throwing out so many red herrings , so many false scares , that the genuine ones barely register ",0
dim-witted ,0
with brooms and what is kind of special ,1
the best possible senses of both those words ,1
", it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",1
not even felinni would know what to make of this italian freakshow . ,0
is smart and dark - hallelujah for small favors ,1
must have baffled the folks in the marketing department ,0
tragic deaths ,0
"a dull , somnambulant exercise ",0
elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with washington the actor ,1
like a typical bible killer story ,0
employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british . ,0
an out of place metaphor ,0
"hoary dialogue , fluxing accents ",0
of the greatest natural sportsmen of modern times ,1
won ,1
beautiful images and solemn words ,1
the 1989 paradiso will prefer this new version ,1
her nomination as best actress even more ,1
tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic ,0
something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ,1
between two gifted performers ,1
"seeing himself in the other , ",1
"o fantasma is boldly , confidently orchestrated , aesthetically and sexually , and ",1
are actually fascinating ,1
meandering ending ,0
"mr. deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor . ",0
is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture ,0
great pleasure ,1
certainly does the trick of making us care about its protagonist and celebrate his victories ,1
by a set of heartfelt performances ,1
a bonus ,1
most excruciating 86 minutes ,0
"petter næss ' delicate , clever direction ",1
views youthful affluence not as a lost ideal but a starting point . ,1
totally past his prime ,0
good and ambitious ,1
"conduct in a low , smoky and inviting sizzle ",1
its lack of purpose ,0
"anything except that the chelsea hotel today is populated by whiny , pathetic , starving and untalented artistes ",0
a bad imitation ,0
"inept direction , ",0
smear ,0
its plot contrivances ,0
wilde 's play is a masterpiece of elegant wit and artifice . ,1
pretentious mess . ,0
"fails on its own , ",0
home alabama ,1
can obscure this movie 's lack of ideas . ,0
it is nevertheless compelling ,1
"the dramatic scenes are frequently unintentionally funny , and ",0
"stupid , infantile , redundant , sloppy , ",0
"depressing , ruthlessly pained and depraved ",0
", but director carl franklin adds enough flourishes and freak-outs to make it entertaining ",1
a story of dramatic enlightenment ,1
charisma ,1
the queasy-stomached critic who staggered from the theater and blacked out in the lobby ,0
goes right over the edge and kills every sense of believability ,0
like a splendid meal ,1
"when all is said and done , she loves them to pieces -- and ",1
uneven performances and a spotty script add up to a biting satire that has no teeth . ,0
really rather special ,1
conned ,0
grossest ,0
"an enjoyable , if occasionally flawed , experiment ",1
"a charming , banter-filled comedy ",1
bluff ,0
transcend genre ,1
as a masterfully made one ,1
"in the name of an allegedly inspiring and easily marketable flick , the emperor 's club turns a blind eye to the very history it pretends to teach . ",0
as much of a mess as this one ,0
you suffer the dreadfulness of war from both sides ,0
to stop watching ,0
craven ,0
veers like a drunken driver through heavy traffic ,0
mendes still does n't quite know how to fill a frame . ,0
"has been , pardon the pun , sucked out and replaced by goth goofiness ",0
be complaining when a film clocks in around 90 minutes these days ,0
"even as the hero of the story rediscovers his passion in life , the mood remains oddly detached . ",0
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers . ",0
pinheads ,0
"it gives poor dana carvey nothing to do that is really funny , ",0
aimless ,0
makes the banger sisters a fascinating character study with laughs ,1
"it seems impossible that an epic four-hour indian musical about a cricket game could be this good , but it is . ",1
of quiet desperation ,0
carries a charge of genuine excitement ,1
"the film 's messages of tolerance and diversity are n't particularly original , but ",0
"is long on glamour and short on larger moralistic consequences , ",0
would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows . ,0
believe that people have lost the ability to think and ,0
by the dynamic first act ,1
might try paying less attention to the miniseries and more attention to the film it is about ,0
off ,0
no new plot conceptions or environmental changes ,0
"makes for perfectly acceptable , occasionally very enjoyable children 's entertainment . ",1
"austin powers in goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride . ",0
left me behind at the station looking for a return ticket to realism ,0
"beautiful , angry and sad , ",1
it 's dark but has wonderfully funny moments ,1
good documentarian ,1
"simple , poignant and leavened with humor ",1
world traveler gave me no reason to care ,0
robinson 's web of suspense ,1
wants to be liked by the people who can still give him work . ,0
melodramatic mountain ,1
", here comes the first lousy guy ritchie imitation . ",0
wayward ,0
"seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release . ",0
that the pocket monster movie franchise is nearly ready to keel over ,0
falls down ,0
a huge box-office hit in korea ,1
ache by the end of kung pow ,0
woody allen used to ridicule movies like hollywood ending . ,0
"begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy ",0
with the pubescent scandalous ,0
he shows and empathizes with the victims he reveals ,1
promising work-in-progress ,1
heartening in the same way that each season marks a new start ,1
you will never forget ,1
would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is ,1
not for every taste ,0
this charmer has a spirit that can not be denied ,1
that it appears not to have been edited at all ,0
"kwan is a master of shadow , quietude , and room noise , and lan yu is a disarmingly lived-in movie ",1
luridly graphic and laughably unconvincing ,0
'll still be glued to the screen . ,1
"choppy , surface-effect feeling ",0
's already been too many of these films ... ,0
"as a good old-fashioned adventure for kids , spirit ",1
grade-school audience ,0
spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man . ,0
to the experience ,1
adams just copies from various sources -- ,0
refracting all of world war ii through the specific conditions of one man ,0
this film that may not always work ,0
has an infectious enthusiasm ,1
"undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective ",1
complain ,0
it is an engaging and exciting narrative of man confronting the demons of his own fear and paranoia ,1
are not at all entertaining ,0
thinks poo-poo jokes are ` edgy ,0
best 60 minutes ,1
made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby . ,0
"this is n't exactly profound cinema , but ",0
a column of words can not adequately describe co-writer/director peter jackson 's expanded vision of j.r.r. tolkien 's middle-earth ,1
a modest masterpiece . ,1
a grand picture of an era ,1
"he 's just a sad aristocrat in tattered finery , and the film seems as deflated as he does . ",0
the best performance from either in years ,1
"of this sad , compulsive life ",0
was more diverting and thought-provoking than i 'd expected it to be ,1
yet depressing ,0
clever pseudo-bio ,1
for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable ,1
tics ,0
comedy only half as clever as it thinks it is ,0
a shock-you-into-laughter intensity of almost dadaist proportions ,1
"sadly , full frontal plays like the work of a dilettante . ",0
"quiet , decisive moments ",1
this movie is careless and unfocused . ,0
"that 's barely shocking , barely interesting and most of all , barely anything ",0
same stuff ,0
"sounding like arnold schwarzenegger , with a physique to match , ( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ",0
"a bittersweet film , simple in form but rich with human events . ",1
not enough fizz ,0
's not nearly enough that 's right ,0
"looked like crap , so crap is what i was expecting . ",0
the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken . ,1
parents beware ,0
the skills of a calculus major at m.i.t. are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,0
"admirable energy , ",1
is that celebi could take me back to a time before i saw this movie ,0
"seems based on ugly ideas instead of ugly behavior , as happiness was ",0
starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches . ,0
"( russell ) makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards . ",1
faint of heart or conservative of spirit ,0
tacky and ,0
"some cute moments , ",1
"the rock is destined to be the 21st century 's new `` conan '' and that he 's going to make a splash even greater than arnold schwarzenegger , jean-claud van damme or steven segal . ",1
-- and timely -- ,1
"an intelligent and deeply felt work about impossible , irrevocable choices and the price of making them . ",1
"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games . ",1
old ` juvenile delinquent ' paperbacks with titles ,0
"joshua is as blasphemous and nonsensical as a luis buñuel film without the latter 's attendant intelligence , poetry , passion , and genius . ",0
predictable plot ,0
is barely an hour long . ,0
the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore ,1
rosenthal ( halloween ii ) ,0
their perceptiveness about their own situations ,1
evil ,0
a catalyst for the struggle of black manhood in restrictive and chaotic america ... ,1
the best film ,1
uneven performances and a spotty script ,0
"as the filmmakers look down on their working-class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful ",0
to laugh at how bad ,0
"the explosion essentially ruined -- or , rather , overpowered -- ",0
feel-good sentiments ,1
sex ,1
"the unfulfilling , incongruous ",0
"is no doubt true , but serves as a rather thin moral to such a knowing fable ",0
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze ",1
is that it 's a brazenly misguided project ,0
his own idiosyncratic strain ,0
of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating ,0
on badly-rendered cgi effects ,0
a james bond series for kids ,1
"thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another ",0
"recommend secretary , ",1
spiderman rocks ,1
tastelessness and gall ,0
distressingly rote ,0
this 100-minute movie only has about 25 minutes of decent material . ,0
the most repugnant adaptation of a classic text since roland joffé and demi moore ,0
well-done ,1
treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate ,1
about whose fate it is hard to care ,0
jackson 's ,1
makes his films so memorable ,1
with a degree of randomness usually achieved only by lottery drawing ,0
"its heightened , well-shaped dramas ",1
that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie ,0
like life on the island ,0
its luckiest viewers will be seated next to one of those ignorant ,0
's low on both suspense and payoff ,0
easy to love robin tunney ,1
make a nice coffee table book ,1
", the movie will likely set the cause of woman warriors back decades . ",0
"mr. goyer 's loose , unaccountable direction ",0
will please eastwood 's loyal fans -- and ,1
"look almost shakespearean -- both in depth and breadth -- after watching this digital-effects-heavy , supposed family-friendly comedy ",0
"one of those crazy , mixed-up films that does n't know what it wants to be when it grows up ",0
"seems terrified of the book 's irreverent energy , and scotches most of its élan , humor , bile , and irony . ",0
"a mormon family movie , and a sappy , preachy one at that ",0
finds his inspiration ,1
"amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way . ",0
"... plenty of warmth to go around , with music and laughter and the love of family . ",1
easy film ,1
the right place ,1
in bad stage dialogue ,0
you wrong on both counts ,0
a light-hearted way ,1
"it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case ",0
an ebullient affection ,1
seeks to rely on an ambiguous presentation ,0
"fincher takes no apparent joy in making movies , ",0
to call this film a lump of coal would only be to flatter it . ,0
"in the film , which gives you an idea just how bad it was ",0
"a most traditional , reserved kind of filmmaking ",1
tiresome jargon ,0
"weird , wonderful , and not necessarily for kids ",1
"is good , except its timing . ",1
"a little uneven to be the cat 's meow , but it 's good enough to be the purr . ",1
broadcast ,1
a winning family story ,1
the saccharine sentimentality ,0
demeaning ,0
milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title ,0
"as though i was in the tiny two seater plane that carried the giant camera around australia , sweeping and gliding , banking ",1
sharp comic timing ,1
a sumptuous work ,1
look american angst in the eye and end up laughing ,1
will find their humor-seeking dollars best spent elsewhere ,0
that they are doing it is thought-provoking . ,1
that years and years of costly analysis could never fix ,0
"talky , artificial and opaque ",0
strangely hollow at its emotional core ,0
"is so bad , that it 's almost worth seeing because it 's so bad ",0
is just another unoriginal run of the mill sci-fi film with a flimsy ending and lots of hype . ,0
"cleaner , and deeper ",1
"while it can be a bit repetitive , overall it 's an entertaining and informative documentary . ",1
the cast is impressive ,1
an exhilarating new interpretation in morvern callar ,1
this stuck pig of a movie flails limply between bizarre comedy and pallid horror . ,0
far more impact ,1
"'s just tediously bad , something to be fully forgotten ",0
"as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing ",1
it 's just grating ,0
"competent , unpretentious entertainment ",1
"unpretentious , charming , quirky , original ",1
not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ,0
triumph ' ,1
praises ,1
before but never so vividly ,1
in the travails of creating a screenplay ,0
grievous but ,0
a majestic achievement ,1
the drama that gives added clout to this doc ,1
", this gender-bending comedy is generally quite funny . ",1
one viewing ca n't possibly be enough ,1
solidly constructed ,1
"was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh ",1
entertain ,1
", and intelligence ",1
"the star who helped give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film , `` the sum of all fears ",0
"are very , very good reasons ",1
twisted ,0
an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ,1
"mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",0
meyjes ' provocative film ,1
", worse , ",0
"colorful , joyous celebration ",1
period drama and flat-out farce that should please history fans ,1
the killing field and the barbarism of ` ethnic cleansing ,0
attempts to fuse at least three dull plots into one good one ,0
hooting ,0
"for all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time . ",0
fantastic dual performance ,1
drag the movie ,0
( rises ) above its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism . ,1
is a failure ,0
"nothing happens , ",0
jaw-droppingly superficial ,0
ambitious film ,1
wearisome ,0
with lots of sloppiness ,0
( scherfig ) has made a movie that will leave you wondering about the characters ' lives after the clever credits roll . ,1
"too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present ",0
determined to uncover the truth and hopefully inspire action ,1
"dawns , real dawns , comic relief ",1
floating narrative ,1
"from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply ",1
once playful and haunting ,1
the best next generation episodes ,1
` laughing ,1
life and small delights ,1
", vibrant introduction ",1
reading lines from a teleprompter ,0
what 's needed so badly but what is virtually absent here is either a saving dark humor or the feel of poetic tragedy . ,0
"what makes how i killed my father compelling , besides its terrific performances , is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching . ",1
loosely connected ,0
moments of breathtaking mystery ,1
offers a desperately ingratiating performance . ,1
harks ,1
crisper and ,1
"a choppy , surface-effect feeling ",0
one of those unassuming films that sneaks up on you and stays with you long after you have left the theater . ,1
"has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s . ",0
"releasing a film with the word ` dog ' in its title in january lends itself to easy jokes and insults , ",0
political and psychological thriller ,1
a charming and evoking little ditty ,1
"how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture ",0
boasts some tart tv-insider humor ,1
", artificial and opaque ",0
"proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast ",0
it 's impossible to indulge the fanciful daydreams of janice beard ( eileen walsh ) when her real-life persona is so charmless and vacant . ,0
steven spielberg brings us another masterpiece ,1
unbelievable naïveté and arbitrary flashbacks ,0
"he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' ( 1999 ) and ` analyze that , ' promised ( or threatened ) for later this year ",0
"combined with so much first-rate talent ... could have yielded such a flat , plodding picture ",0
"light-years ahead of paint-by-number american blockbusters like pearl harbor , at least artistically . ",1
very pleasing at its best moments ,1
"crass , then gasp for gas , ",0
"'s the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth . ",1
"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible ",1
"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , ",0
fascinating character 's ,1
the most savory and hilarious guilty pleasure of many a recent movie season ,1
is so bleak that it 's hardly watchable ,0
probes in a light-hearted way the romantic problems ,1
the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- ,1
"instead , it 'll only put you to sleep . ",0
rival ,0
"ryan gosling is , in a word , brilliant as the conflicted daniel . ",1
immersive powers ,1
the acting is just fine ,1
realized on the screen ,1
so many people put so much time and energy into this turkey ,0
an inconsequential ,0
absolutely ,1
have tremendous chemistry ,1
really adorable italian guys . ,1
turned out to be a one-trick pony ,0
about as exciting to watch as two last-place basketball teams playing one another on the final day of the season ,0
just plain bad . ,0
without reeking of research library dust ,1
", double-pistoled , ballistic-pyrotechnic hong kong action ",1
"the unnamed , easily substitutable forces ",0
"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . ",1
the incredible imax sound system lets you feel the beat down to your toes ,1
that it seems the film should instead be called ` my husband is travis bickle ' ,0
haul 'em to the theater ,1
debuts by an esteemed writer-actor ,1
bungle their way through the narrative ,0
are as subtle and as enigmatic ,1
pushes for insights beyond the superficial tensions of the dynamic he 's dissecting ,0
miscalculates badly ,0
"our reality tv obsession , and even ",0
"like a tarantino movie with heart , alias betty is richly detailed , deftly executed and utterly absorbing . ",1
is a treat ,1
"a gorgeously strange movie , heaven is deeply concerned with morality ",1
to get in the way ,0
one hears harry shearer is going to make his debut as a film director ,1
"recommended -- as visually bland as a dentist 's waiting room , complete with soothing muzak and a cushion of predictable narrative rhythms ",0
"captures all the longing , anguish and ache , the confusing sexual messages and the wish to be a part of that elusive adult world . ",1
brutally dry ,0
a streetwise mclaughlin group ,1
insensitivity ,0
"entertaining , if ultimately minor , ",1
"that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries ",1
"gives give a solid , anguished performance that eclipses nearly everything else she 's ever done . ",1
shot like a postcard and ,0
